title,summary,platformList,criticsScore,developers,genres,publishers,releaseDate,themes,gameMins,dlcs,backgroundImage,squareIcon,verticalCover
Hellblade: Senua's Sacrifice VR Edition,"The VR Edition of the critically acclaimed BAFTA award-winning Hellblade: Senua's Sacrifice.\n\nFrom the makers of Heavenly Sword, Enslaved: Odyssey to the West, and DmC: Devil May Cry, comes a warrior’s brutal journey into myth and madness.\n\nSet in the Viking age, a broken Celtic warrior embarks on a haunting vision quest into Viking Hell to fight for the soul of her dead lover.",['Steam'],95,['Ninja Theory'],"['Adventure', 'Indie']",['Ninja Theory'],2018-07-31,['Action'],,,https://images.gog.com/bcae078ed10368440d8314f4b744c40508909b4524f4e6f0fdd7ca2ede3be283_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/ce67edd0e071a748f0225631a55a40341143a11cff98024a0a4ff9be5139a897_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/ce67edd0e071a748f0225631a55a40341143a11cff98024a0a4ff9be5139a897_glx_vertical_cover.webp?namespace=gamesdb
Hellblade: Senua's Sacrifice,"On Hellblade, we will double down on what we do best to give you a deeper character in a twisted world with brutal, uncompromising, combat.\n\nWe are embracing the creative spirit that comes with independence without letting go of the stunning production values that we are known for. It’s not indie, it’s not AAA. This is a third way. its independent AAA.\n\nIt’s about making a more focused game experience that isn’t trying to be all things to all people but satisfies a particular gaming itch. It’s about being in command of our creativity so that we can give you what you want from us at a lower price.\n\nIt’s very early days in the project but we are opening our doors and inviting you to join us every step of the way. We want to show you how we make this game warts and all so that you can be part of this journey.\n\nThe game is dedicated to our fans and supporters.","['Humble Bundle', 'Steam']",84,['Ninja Theory'],"['Adventure', ""Hack and slash/Beat 'em up"", 'Indie']",['Ninja Theory'],2017-08-08,['Action'],,,https://images.gog.com/47f1e378a1f73446e13c41ddd0b7d37fdfd03254ac663ca5c45c987a083a90f0_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/2d3a7b47e9102d1a6efae18e50c065743340404abbe49efca44a9d702aef8897_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/4708813c76844cd2dbaf4e3c8f4f0b36b830df5e48a84f8789987248e2161e31_glx_vertical_cover.webp?namespace=gamesdb
Hello Neighbor Alpha Version,"The Original Pre-Alpha of Hello Neighbor, a Stealth Horror Game about sneaking into your neighbor's house and figuring out what he's hiding in the basement. Play against an advanced AI that learns from your actions.",['GOG'],,['DYNAMIC PIXELS'],"['Adventure', 'Indie']",['tinyBuild'],2017-08-29,['Horror'],3,,https://images.gog.com/4b23f6d705cd62c7f7012a5b1e2c23bf8549bc1e5b8e917725049cc2b0d68c9b_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/2180a54c33ce902361d04f1c4944e7bf10eaccb1d93372a30845380a83388c47_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/2180a54c33ce902361d04f1c4944e7bf10eaccb1d93372a30845380a83388c47_glx_vertical_cover.webp?namespace=gamesdb
Hello Neighbor,Hello Neighbor is a stealth horror game about sneaking into your neighbor's house to figure out what horrible secrets he's hiding in the basement. You play against an advanced AI that learns from your every move. Really enjoying climbing through that backyard window? Expect a bear trap there. Sneaking through the front door? There'll be cameras there soon. Trying to escape? The Neighbor will find a shortcut and catch you.,['Epic Games Store'],37,['DYNAMIC PIXELS'],"['Adventure', 'Indie', 'Puzzle', 'Strategy']",['tinyBuild'],2017-12-08,"['Comedy', 'Horror', 'Stealth', 'Thriller']",,,https://images.gog.com/4b23f6d705cd62c7f7012a5b1e2c23bf8549bc1e5b8e917725049cc2b0d68c9b_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/475a07005c7da9cc06ff832c46c56e4395542a37f8c8c18c81b7bb3c2b5de272_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/2180a54c33ce902361d04f1c4944e7bf10eaccb1d93372a30845380a83388c47_glx_vertical_cover.webp?namespace=gamesdb
Her Story,"Her Story is the new video game from Sam Barlow, creator of Silent Hill: Shattered Memories and Aisle. A crime fiction game with non-linear storytelling, Her Story revolves around a police database full of live action video footage. It stars Viva Seifert, actress and one half of the band Joe Gideon and the Shark.",['Steam'],85,['Sam Barlow'],"['Adventure', 'Indie', 'Point-and-click', 'Puzzle', 'Simulator']",['Sam Barlow'],2015-06-24,['Drama'],,,https://images.gog.com/7b1927385d8289bf9b13fbbd613e326fc6fb5e1ced683b2a0bd51301a3b525b4_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/6b5c2923a6a0627cb0db15a47bd14330e3c2fad622493eb2b8bc3285646d3dba_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/dcb74dbf84027e0ddf6454ec7c49f8f24a967f0bac7251ba6e3db39578c2a060_glx_vertical_cover.webp?namespace=gamesdb
Heroes of the Storm,"Heroes of the Storm is a multiplayer online battle arena video game by Blizzard Entertainment. The game brings together characters (known in the game as heroes) from multiple Blizzard universes, such as Warcraft and StarCraft and puts them against each other in an arena in a 5 versus 5 battle. Heroes of the Storm features multiple game modes, such as co-op (PCs vs. NPCs) and versus (PCs vs. PCs).",['Battle.net'],79,['Blizzard Entertainment'],['MOBA'],['Blizzard Entertainment'],2015-06-02,"['Action', 'Science fiction']",,,https://images.gog.com/4a93df943e93fe8d89839a15580250046af7b9c0efe12d9b17038ba70453c2e2_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/54d6a625310b31fe00fb7e2bd63faeecc4d9ca9a83ec3f192960c061d75f0b46_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/16e642751746da2ca5353818a59eb5261ec8cb0ab29d2b949985a63eaba271ee_glx_vertical_cover.webp?namespace=gamesdb
Hexcells Infinite,Hexcells Infinite is the third game in the series of ambient logic puzzle games.\nIt includes a new set of 36 puzzles as well as a random puzzle generator and now supports mid-level saving.,['Steam'],,['Matthew Brown'],"['Indie', 'Puzzle', 'Strategy']",['Matthew Brown'],2014-09-01,,3366,,https://images.gog.com/c43de1adee969a79c71bcb4e399004e22d8c765f4d1142ad2ebd0b22bbad91fe_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/34a87eb2f22598e864f078c028af50b16768faed963085a25c4fdea08dea6c41_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/34a87eb2f22598e864f078c028af50b16768faed963085a25c4fdea08dea6c41_glx_vertical_cover.webp?namespace=gamesdb
Hexcells Plus,Hexcells Plus is a standalone expansion to Hexcells that contains 36 new and more challenging puzzles.,['Steam'],,['Matthew Brown'],"['Indie', 'Puzzle', 'Strategy']","['Glassmoon', 'Matthew Brown']",2013-12-09,,627,,https://images.gog.com/cb2a709d58acd20786181876df74c58494989f3be69c0b8942937601a60f1743_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/646f3c9d27dc3c53db62a99308624366ad3d9c2d930518ace3e2628de7fb26ab_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/646f3c9d27dc3c53db62a99308624366ad3d9c2d930518ace3e2628de7fb26ab_glx_vertical_cover.webp?namespace=gamesdb
Hexcells,Hexcells is an ambient logic puzzle game in the vein of minesweeper.,['Steam'],,['Matthew Brown'],"['Indie', 'Puzzle', 'Strategy']","['Glassmoon', 'Matthew Brown']",2013-09-12,,132,,https://images.gog.com/1452a8a5f2c701a7a25dce72d237fbdbad18e8785e53e36fcae1f928d7e86383_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/9f561f736374f782629361b7aec1da08b13d4d6c08e456f53cf689b25292905d_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/9f561f736374f782629361b7aec1da08b13d4d6c08e456f53cf689b25292905d_glx_vertical_cover.webp?namespace=gamesdb
Hidden Folks,"Search for hidden folks in hand-drawn, interactive, miniature landscapes. Unfurl tent flaps, cut through bushes, slam doors, and poke some crocodiles!",['Humble Bundle'],80,['Adriaan de Jongh'],"['Adventure', 'Indie', 'Point-and-click', 'Puzzle']",['Adriaan de Jongh'],2017-02-15,"['Comedy', 'Party']",,,https://images.gog.com/bf41bcb5ec67b33d5fad94e51950c8212743d4f3f620db4d414570d1e9321bb4_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/a40be303d1fcde0d1e3916799b6833aefa942b28bd1f2cd6335f71b92b1e8499_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/a40be303d1fcde0d1e3916799b6833aefa942b28bd1f2cd6335f71b92b1e8499_glx_vertical_cover.webp?namespace=gamesdb
Hidden Folks,"Search for hidden folks in hand-drawn, interactive, miniature landscapes. Unfurl tent flaps, cut through bushes, slam doors, and poke some crocodiles!",['Steam'],80,['Adriaan de Jongh'],"['Adventure', 'Indie', 'Point-and-click', 'Puzzle']",['Adriaan de Jongh'],2017-02-15,"['Comedy', 'Party']",,,https://images.gog.com/bf41bcb5ec67b33d5fad94e51950c8212743d4f3f620db4d414570d1e9321bb4_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/a40be303d1fcde0d1e3916799b6833aefa942b28bd1f2cd6335f71b92b1e8499_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/a40be303d1fcde0d1e3916799b6833aefa942b28bd1f2cd6335f71b92b1e8499_glx_vertical_cover.webp?namespace=gamesdb
Higurashi When They Cry Hou - Ch.1 Onikakushi,"Higurashi When They Cry is a sound novel.\n\n\nThe music, backgrounds and characters work together to create a world that is the stage of a novel for the user to read. They laugh and cry and get angry. The user takes the point of view of the protagonist to experience the story.","['GOG', 'Steam']",,['07th Expansion'],"['Adventure', 'Indie', 'Visual Novel']",['MangaGamer'],2015-05-16,"['Horror', 'Mystery']",,,https://images.gog.com/de19fa848303b75bd354e5b7a65b35bc41cdcb6005027ac78dda23a1796d000f_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/373e26d67a4ed13cbdc1a8fd8dbf9a6a121ea8db40d4d18fcf6969d92bd241b7_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/373e26d67a4ed13cbdc1a8fd8dbf9a6a121ea8db40d4d18fcf6969d92bd241b7_glx_vertical_cover.webp?namespace=gamesdb
Hitchhiker,"Hitchhiker is a mystery game set along lost highways, where your goal is to solve the puzzle of your own backstory. As a hitchhiker with no memory or destination, you catch a series of rides across a strange and beautiful landscape, tracking the mysterious disappearance of a person close to you. Your drivers range from stoic farmers to off-duty waitresses, and each one has a story to tell. Clues appear, alliances emerge, and nothing is quite what it seems.\n\nAs your journey continues, you must decode the events of your past while confronting the dangers that lie ahead. Hitchhiker is a road-trip odyssey about exploring the unknown in order to find yourself.",['Humble Bundle'],,['Mad about Pandas'],"['Adventure', 'Indie']",,2020-12-31,['Mystery'],,,https://images.gog.com/520d8b48552d6a0ac8d786d8fa03012fc3d50e04845252a92f4846f4b57eeeeb_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/1229d012dc96b87d1076482a50a5530a25daf2c75e88dc3b2b4d77e236c35d6a_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/1229d012dc96b87d1076482a50a5530a25daf2c75e88dc3b2b4d77e236c35d6a_glx_vertical_cover.webp?namespace=gamesdb
HITMAN 2,"Travel the globe and track your targets across exotic sandbox locations in HITMAN 2. From sun-drenched streets to dark and dangerous rainforests, nowhere is safe from the world’s most creative assassin, Agent 47 in the ultimate spy thriller story.",['Humble Bundle'],82,['IO Interactive'],"['Shooter', 'Tactical']",['WB Games'],2018-11-13,"['Action', 'Stealth']",,,https://images.gog.com/62701040d4c6f9752a362a711b73a1cc511b7ade0241df2606f6c462ccdc0618_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/5ffd1e6b0c30dc2c2fcfcfa58262806d69e1fa0a4a5821b31d6544ee51d8af1d_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/5ffd1e6b0c30dc2c2fcfcfa58262806d69e1fa0a4a5821b31d6544ee51d8af1d_glx_vertical_cover.webp?namespace=gamesdb
Hitman 2: Silent Assassin,"Enter the realm of a retired assassin, forced back into action by treason. You may be a hired killer but you still have a sense of loyalty and justice. Visit the dark recesses of a world corrupted by crime, greed, degradation and dishonor. And a past that catches up with you.\n\nTrust no one - if the price is right, the finger of your most trusted ally will be on the trigger. Your targets may hide in the most remote areas of the planet, but their destruction is never prevented - only postponed.\n\nLearn your trade - master your tools - overcome your obstacles - outsmart your enemies - eliminate your targets. Remember: rash decisions bleed consequences. Know when to strike instantly, know when to take your time. Chance favors the prepared. Failure is not an option.",['Steam'],77,['IO Interactive'],"['Shooter', 'Tactical']",['Eidos Interactive'],2002-10-01,"['Action', 'Science fiction', 'Stealth']",,,https://images.gog.com/1c3e017bd1cb94dbc90555794800c4de924ca8438529696d86daf99af94ff993_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/703fc986371a51f61219c8d02a3f3fe9d8daa46ca19656365a4d4732532480ae_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/37e7d148a86a692c93038dd22b83fd38c4eef17858206bf764d7c5d2f11a281d_glx_vertical_cover.webp?namespace=gamesdb
Hitman GO,"Hitman GO is a turn-based puzzle game with beautifully rendered diorama-style set pieces. You will strategically navigate fixed spaces on a grid to avoid enemies and take out your target or infiltrate well-guarded locations. You really have to think about each move and all the Hitman tools of the trade you would expect are included; disguises, distractions, sniper rifles and even 47’s iconic Silverballers.",['Xbox Live'],75,['Square Enix Montréal'],"['Puzzle', 'Strategy', 'Turn-based strategy (TBS)']",['Square Enix'],2014-04-17,['Stealth'],,,https://images.gog.com/376ae5a575f7b222f49ccde993472560ef95a2848f7a95308dad9df328b57cfc_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/2e756b755bc020070e578747de3dfe288ea220cde3e79f09da55e4dc33ddd46b_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/2e756b755bc020070e578747de3dfe288ea220cde3e79f09da55e4dc33ddd46b_glx_vertical_cover.webp?namespace=gamesdb
HITMAN,"Become the Master Assassin in an intense spy-thriller story. As Agent 47, you perform contract hits on powerful, high-profile targets in exotic locations around the world. Gameplay focuses on taking out targets in huge and intricate sandbox levels with complete freedom of approach. Where to go, when to strike and who to kill – it is all up to you.\n\nHITMAN is an expanding and evolving world of assassination. The experience began with a Prologue and Paris location in March, continued with Episode 2: Sapienza in April, Episode 3: Marrakesh in May, the Summer Bonus Episode in July, Episode 4: Bangkok in August and Episode 5: Colorado in September. The season finale in Hokkaido, Japan arrived on October 31st.\n\nHITMAN also features a major live component, which is made up of Elusive Targets, Escalation Contracts, Community-inspired Challenge Packs and Contracts Mode.\n\nAn Elusive Target is the closest thing to the Hitman fantasy that we’ve ever created. These targets will be custom-created characters that are added to existing locations and are only there for a limited time in real-time. You’ll only have one chance to take them down. If they escape, they are gone for good. If you kill them, that’s the way that you killed them. There are no do-overs and no second chances. When an Elusive Target leaves the game world (one way or another) they never return.\n\nEscalation Mode is something else completely new for HITMAN and was created as a way to regularly provide a fresh challenge to players. You’ll need to master the location as well as the gameplay mechanics to complete a hit that will escalate in difficulty by adding new elements. This mode has a strong focus on having fun with the game mechanics and mixing them up. It’s more about being playful than realistic.\n\nContracts Mode returns from Hitman Absolution; Play-to-create, mark your own targets, choose how to kill them and compete against your friends. We will also pick the best of the bunch and put them in the Featured Contracts list so you’ve got something fresh to play whenever you load up the game.","['Epic Games Store', 'Humble Bundle', 'Steam']",79,['IO Interactive'],"['Adventure', 'Shooter', 'Tactical']","['IO Interactive', 'Square Enix']",2016-03-11,"['Action', 'Open world', 'Stealth']",205,,https://images.gog.com/d5931339f3b283a902cd88b40dd8013636c56b7be7917248a1e90fb0f5985636_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/68309613e39ad04287c93a1129cbb6f8bd0840aa153b84837dc88c7d6fd2f745_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/db32bedeb90dc42bf56f5c9eae8564d7fcb94598823fded3fa9aa78e69905a56_glx_vertical_cover.webp?namespace=gamesdb
Hitman: Absolution,"Hitman: Absolution follows the Original Assassin undertaking his most personal contract to date. Betrayed by the Agency and hunted by the police, Agent 47 finds himself pursuing redemption in a corrupt and twisted world.\n\nShowcasing Io-Interactive’s new proprietary Glacier 2 technology, the game has been built from the ground up, boasting a cinematic story, distinctive art direction and highly original game design, Hitman Absolution combines much loved classic gameplay with completely new gameplay features for the Hitman franchise.","['GOG', 'Steam']",76,['IO Interactive'],"['Shooter', 'Tactical']",['Square Enix'],2012-11-20,"['Action', 'Stealth']",,,https://images.gog.com/f9e4f7d922eb174aadaa7c55804c139b27d938bf19021a41248ffa99c827dc53_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/89b2ba393a0c5bde92dae05f0c23f2d50f17bfb0720244c105516c1d84ac673c_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/a536101d22680ec345197d55e540246dc070d3590874a2bdfc781557217c6f03_glx_vertical_cover.webp?namespace=gamesdb
Hitman: Blood Money,"Hitman Blood Money is the fourth installment of the critically acclaimed Hitman series. If Agent 47 must stay hidden, make clean ‘hits’ and leave the scene unnoticed, he will be rewarded. But if he is revealed during a violent act, his picture will end up in the papers and on wanted posters, making the job as a contract killer more difficult.\n\nThis time, Agent 47 is paid in cold, hard cash. How the money is spent will affect his passage through the game and the weapons at his disposal, resulting in a unique game-play experience for each player.",['Steam'],80,['IO Interactive'],['Shooter'],['Eidos Interactive'],2006-05-26,"['Action', 'Stealth']",,,https://images.gog.com/1e439a7081f82e8440d71cb69f66fb34a92540ab33f5fb17db6b889e05f30b1f_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/8911619b8cdccc0831b10c9801a1bd9f6ec701e956cbed65dfd6c9e74c0baf19_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/8911619b8cdccc0831b10c9801a1bd9f6ec701e956cbed65dfd6c9e74c0baf19_glx_vertical_cover.webp?namespace=gamesdb
Hitman: Codename 47,"Hitman: Codename 47 sets a new standard for thinker-shooters. As Hitman you must use stealth, tactics and imagination to enter, execute and exit your assignment, getting minimum attention but maximum effect!\n\nYou have access to the most devious devices, but it will cost you – how you use them will determine if you retire as a millionaire, or get retired! Hitman is no ordinary hired killer – he’s a versatile forensic artist using stealth, disguise, intelligence, advanced weapons, poison and raw power to accomplish his kills. But he is also haunted by a troubling past of deception and brutal genetic engineering.\n\nThe intriguing story evolves over five chapters of riveting action. But the success of a contract killer depends just as much on a fast mind as a quick shot.",['Steam'],60,['IO Interactive'],"['Adventure', 'Shooter', 'Tactical']",['Eidos Interactive'],2000-11-19,"['Action', 'Stealth']",67,,https://images.gog.com/6cbd558be174e7e3d7582a819850983c8b67411e0e020805fd3612b5949f7f21_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/4f5b51a53e1d328c0970c70e036f339d548f92d6c0724eac67bf98ec5d362e31_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/4f5b51a53e1d328c0970c70e036f339d548f92d6c0724eac67bf98ec5d362e31_glx_vertical_cover.webp?namespace=gamesdb
Hitman: Contracts,Hitman: Contracts is a stealth action game developed by IO Interactive and published by Eidos Interactive. It is the third installment in the Hitman game series. The game features recreations of four levels from Hitman: Codename 47.,['Steam'],70,['IO Interactive'],['Shooter'],['Eidos Interactive'],2004-04-20,"['Action', 'Stealth']",,,https://images.gog.com/b9282dfe9a49a9480396a3349b56a0f192788f704017056df67edd6084fb5d95_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/a23a0c0f9c29c6ffefabb0bd1886bce9284093cd485f2fc242200613d90c2ec7_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/9a861604549f7b5a88a08964faec4f8b03399110b05ad371b7fcf65e2d881c21_glx_vertical_cover.webp?namespace=gamesdb
Hitman: Sniper Challenge,"Get ready to pull the trigger on a completely new chapter in the award-winning Hitman series.\n\nBe the ultimate assassin in the Hitman Sniper Challenge by testing your reactions, focus and skill in a stand-alone hit available only for Hitman Absolution pre-purchases. Unlock weapons and upgrades that can be carried over into Hitman: Absolution and compare your scores with other players around the globe using online leaderboards.\n\nHitman: Sniper Challenge is a stand alone preview for Hitman: Absolution, which was exclusive to copies pre-ordered from GameStop or Steam. Now, it comes with the standard retail copy of Hitman HD Trilogy and the Hitman Collection on Steam, or if the Hitman: Absolution - Elite Edition is bought.",['Steam'],82,['IO Interactive'],"['Shooter', 'Tactical']",['Square Enix'],2012-05-15,"['Action', 'Stealth']",,,https://images.gog.com/e4a96738a421bad537c9740a527bb082ece3edf9da8237af7495146af1dcfe93_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/3e82361ffb6f474fa72d6ac3df636cfc6c84da2c386166dff823039c7dd986f4_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/3e82361ffb6f474fa72d6ac3df636cfc6c84da2c386166dff823039c7dd986f4_glx_vertical_cover.webp?namespace=gamesdb
Hob,"Hob is set on a beautiful and dangerous unknown world, with buzzing life above and the whirrs of mysterious machinery below. The more players delve into the world’s design, the more they uncover a planet in peril. Players must learn to survive, understand their true purpose through acquiring skills, and ultimately transform the nature of the world itself.\n\nHob is presented without text or dialogue. Narrative is revealed as players explore and interact with their mysterious planet, and the strange life forms that inhabit it. Hob features smooth controller gameplay, multi-layered puzzles, and striking visuals.",['Epic Games Store'],72,['Runic Games'],"['Adventure', 'Indie', 'Platform', 'Puzzle']",['Runic Games'],2017-09-26,"['Action', 'Fantasy', 'Open world']",,,https://images.gog.com/15ff27cde148dff1f679716feb9d8ba0c1e5fe55f93b74190f74a25ef05137b2_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/e246a1eefa9c679aed35e97d0b586699372dfaab6c24c75d558dc845a97fdabb_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/e246a1eefa9c679aed35e97d0b586699372dfaab6c24c75d558dc845a97fdabb_glx_vertical_cover.webp?namespace=gamesdb
Hollow Knight,"Hollow Knight is the first game by Team Cherry, an indie games team comprised of 3 people based in South Australia.\n\nHollow Knight is a challenging, beautiful action adventure game set in the vast, inter-connected underground kingdom of Hallownest. A 2D action game with an emphasis on skill and exploration, Hollow Knight has you fighting a fearsome host of deadly creatures, avoiding intricate traps and solving ancient mysteries as you make your own way through fungal wastes, forests of bone, and ruined underground cities.\n\nThe atmosphere is eerie and sometimes unnerving, but there is a good-hearted core of humour and levity in there too, especially when conversing with all of the weird and wonderful NPCs you’ll find along the way. Hollow Knight has beautiful traditional art, fluid and responsive action, challenging but fair gameplay, and an incredible, bizarre insect world begging to be explored and conquered.\nFeatures\n\n - A beautiful, eerie world of insects and heroes.\n - Traditional 2D animation brings creatures and characters to life.\n - Challenging gameplay that can be difficult but always fair.\n - Fluid and responsive action allows you to flow through combat like water.\n - A collection of challenging “feats” the most skilled players can strive for.\n - Find powerful new abilities and spells on your adventure to grow stronger and open new paths.\n - Speak with a weird, intriguing cast of characters.\n - Explore a vast, connected underground world.\n - Scour the world for hidden secrets – powerful artifacts, piles of riches, and surprising encounters.\n - Go Dream Diving! Venture into the minds of friends and enemies and discover the strange worlds that await within.\n - Head to town to seek advice, purchase new items, and chat with quirky townsfolk.\n - Hidden areas full of the toughest challenges and battles, for expert players.\n - Ancient mysteries hidden about the world waiting to be solved by the most observant investigators.","['Humble Bundle', 'Steam']",91,['Team Cherry'],"['Adventure', ""Hack and slash/Beat 'em up"", 'Indie', 'Platform']",['Team Cherry'],2017-02-24,"['Action', 'Fantasy']",,,https://images.gog.com/262bff0f944a6a12450b0358dfbec4d48bd35a472dd6ea86ffa0b16c44e2a245_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/49c03f6e872878b3223c5d2d636dd22c336bb1491dc5416dc7f7d5753815596d_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/3f0c5de811d4d4bd53ce678c4f11f53de4c03483e97f6ab51b7315a5865074ed_glx_vertical_cover.webp?namespace=gamesdb
Holy Potatoes! A Weapon Shop?!,"Holy Potatoes! A Weapon Shop?! is a wacky simulation game where you manage your very own weapon shop and expand its business across an incredible potato world.\n\nUse your potato smiths to forge weapons and sell them to questing heroes. You will meet more than 70 potato heroes, forge more than 200 weapons, expand your business into 20 wacky areas, manage 30 zany potato smiths, discover 10 legendary pop culture heroes . . . and even adopt a potato dog!\n\nInspired by games such as Game Dev Story, Weapon Shop De Omasse and Recettear: An Item Shop's Tale, Holy Potatoes! A Weapon Shop?! is designed to provide an exciting new gameplay experience to fans of this emerging game genre.\n\nThe game score is composed by the legendary Kimura Masahiko​, who worked on the original score for the Genso Suikoden Series and the Castlevania Series.",['Humble Bundle'],80,['Daylight Studios'],"['Indie', 'Simulator']","['Daylight Studios', 'Rising Star Games']",2015-07-13,"['Business', 'Comedy']",,,https://images.gog.com/407e750724adfaa5d2b7e3566847e85fe77b40fa027180da0efea450035657e3_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/ba50c673e344a340f33d92a69c861d6b93f199ab89ec194f6dfb2956761fc10b_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/ba50c673e344a340f33d92a69c861d6b93f199ab89ec194f6dfb2956761fc10b_glx_vertical_cover.webp?namespace=gamesdb
Home - A VR Spacewalk,"Home puts you at the center of the story, taking you on an emotional and personal journey while delivering beautiful, heart-stopping, and memorable moments.",['Steam'],,,['Adventure'],,2017-11-24,['Action'],17,,https://images.gog.com/bc13e0f391291299dffb1634000a1e6d3a601bf0667d3f43028903c2fca58244_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/897cad797124ba5f2d1dce6413d0448888690789bcd5f3deded1b5d124a3e693_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/972a79938090d44eb79938c043264617b1a571b608e67eab3a8d0adf3b9ad148_glx_vertical_cover.webp?namespace=gamesdb
Homefront,"Featuring a compelling single player story crafted by John Milius (Apocalypse Now, Red Dawn), Homefront immerses gamers in an interactive and cinematic FPS experience where they will assume an infantry role or take command of a wide variety of aerial and ground vehicles. In addition to the single-player experience, Homefront will deliver a robust multiplayer experience. In a land stripped of freedom, the brave will fight for their home.",['Steam'],74,"['Digital Extremes', 'Kaos Studios']",['Shooter'],"['Spike', 'THQ']",2011-03-15,"['Action', 'Fantasy', 'Historical', 'Warfare']",,,https://images.gog.com/da5afb9c62e05124c2adf724b49547e9a1da8af6133bd8ec3d67729847921544_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/6eaaf92032720a61f2d8c4330dadeab338f8538bc301b37ed160c6b6203b39e8_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/6eaaf92032720a61f2d8c4330dadeab338f8538bc301b37ed160c6b6203b39e8_glx_vertical_cover.webp?namespace=gamesdb
Horace,"Horace is a story-driven, pixel-platform adventure peppered with nostalgic, popular culture references which will bring a smile to any gamer who enjoys the 8 and 16 bit era!",['Humble Bundle'],75,"['Paul Helman', 'Sean Scaplehorn']","['Adventure', 'Indie', 'Platform']",['505 Games'],2019-07-18,['Action'],,,https://images.gog.com/a7c8f411540f1209c923bf230037c37d3c70e806fce756c3d32169a8b8caa3b8_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/6471684af21befa82ec6502f622400a366b54445bae16a21c6e826782deb14ff_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/6471684af21befa82ec6502f622400a366b54445bae16a21c6e826782deb14ff_glx_vertical_cover.webp?namespace=gamesdb
